line,stanza,line_number
"So, I commend me from our house in grief:",188,1309
"My woes are tedious, though my words are brief.'",188,1310
"Here folds she up the tenor of her woe,",189,1311
Her certain sorrow writ uncertainly.,189,1312
By this short schedule Collatine may know,189,1313
"Her grief, but not her grief's true quality:",189,1314
"She dares not thereof make discovery,",189,1315
"Lest he should hold it her own gross abuse,",189,1316
Ere she with blood had stain'd her stain'd excuse.,189,1317
"Besides, the life and feeling of her passion",190,1318
"She hoards, to spend when he is by to hear her:",190,1319
When sighs and groans and tears may grace the fashion,190,1320
"Of her disgrace, the better so to clear her",190,1321
From that suspicion which the world might bear her.,190,1322
"To shun this blot, she would not blot the letter",190,1323
"With words, till action might become them better.",190,1324
To see sad sights moves more than hear them told;,191,1325
For then eye interprets to the ear,191,1326
"The heavy motion that it doth behold,",191,1327
When every part a part of woe doth bear.,191,1328
'Tis but a part of sorrow that we hear:,191,1329
"Deep sounds make lesser noise than shallow fords,",191,1330
"And sorrow ebbs, being blown with wind of words.",191,1331
"Her letter now is seal'd, and on it writ",192,1332
'At Ardea to my lord with more than haste.',192,1333
"The post attends, and she delivers it,",192,1334
Charging the sour-faced groom to hie as fast,192,1335
As lagging fowls before the northern blast:,192,1336
Speed more than speed but dull and slow she deems:,192,1337
Extremity still urgeth such extremes.,192,1338
The homely villain court'sies to her low;,193,1339
"And, blushing on her, with a steadfast eye",193,1340
"Receives the scroll without or yea or no,",193,1341
And forth with bashful innocence doth hie.,193,1342
But they whose guilt within their bosoms lie,193,1343
Imagine every eye beholds their blame;,193,1344
For Lucrece thought he blush'd to her see shame:,193,1345
"When, silly groom! God wot, it was defect",194,1346
"Of spirit, Life, and bold audacity.",194,1347
Such harmless creatures have a true respect,194,1348
"To talk in deeds, while others saucily",194,1349
"Promise more speed, but do it leisurely:",194,1350
Even so this pattern of the worn-out age,194,1351
"Pawn'd honest looks, but laid no words to gage.",194,1352
"His kindled duty kindled her mistrust,",195,1353
That two red fires in both their faces blazed;,195,1354
"She thought he blush'd, as knowing Tarquin's lust,",195,1355
"And, blushing with him, wistly on him gazed;",195,1356
Her earnest eye did make him more amazed:,195,1357
"The more she saw the blood his cheeks replenish,",195,1358
The more she thought he spied in her some blemish.,195,1359
"But long she thinks till he return again,",196,1360
And yet the duteous vassal scarce is gone.,196,1361
"The weary time she cannot entertain,",196,1362
"For now 'tis stale to sigh, to weep, and groan:",196,1363
"So woe hath wearied woe, moan tired moan,",196,1364
"That she her plaints a little while doth stay,",196,1365
Pausing for means to mourn some newer way.,196,1366
At last she calls to mind where hangs a piece,197,1367
"Of skilful painting, made for Priam's Troy:",197,1368
Before the which is drawn the power of Greece.,197,1369
"For Helen's rape the city to destroy,",197,1370
Threatening cloud-kissing Ilion with annoy;,197,1371
"Which the conceited painter drew so proud,",197,1372
"As heaven, it seem'd, to kiss the turrets bow'd.",197,1373
"A thousand lamentable objects there,",198,1374
"In scorn of nature, art gave lifeless life:",198,1375
"Many a dry drop seem'd a weeping tear,",198,1376
Shed for the slaughter'd husband by the wife:,198,1377
"The red blood reek'd, to show the painter's strife;",198,1378
"And dying eyes gleam'd forth their ashy lights,",198,1379
Like dying coals burnt out in tedious nights.,198,1380
There might you see the labouring pioner,199,1381
"Begrimed with sweat, and smeared all with dust;",199,1382
And from the towers of Troy there would appear,199,1383
"The very eyes of men through loop-holes thrust,",199,1384
Gazing upon the Greeks with little lust:,199,1385
"Such sweet observance in this work was had,",199,1386
That one might see those far-off eyes look sad.,199,1387
In great commanders grace and majesty,200,1388
"You might behold, triumphing in their faces;",200,1389
"In youth, quick bearing and dexterity;",200,1390
"Pale cowards, marching on with trembling paces;",200,1391
"Which heartless peasants did so well resemble,",200,1392
That one would swear he saw them quake and tremble.,200,1393
"In Ajax and Ulysses, O, what art",201,1394
Of physiognomy might one behold!,201,1395
The face of either cipher'd either's heart;,201,1396
Their face their manners most expressly told:,201,1397
In Ajax' eyes blunt rage and rigor roll'd;,201,1398
But the mild glance that sly Ulysses lent,201,1399
Show'd deep regard and smiling government.,201,1400
"There pleading might you see grave Nestor stand,",202,1401
As 'twere encouraging the Greeks to fight;,202,1402
"Making such sober action with his hand,",202,1403
"That it beguiled attention, charm'd the sight:",202,1404
"In speech, it seem'd, his beard, all silver white,",202,1405
"Wagg'd up and down, and from his lips did fly",202,1406
"Thin winding breath, which purl'd up to the sky.",202,1407
"About him were a press of gaping faces,",203,1408
Which seem'd to swallow up his sound advice;,203,1409
"All jointly listening, but with several graces,",203,1410
"As if some mermaid did their ears entice,",203,1411
"Some high, some low, the painter was so nice;",203,1412
"The scalps of many, almost hid behind,",203,1413
"To jump up higher seem'd, to mock the mind.",203,1414
"Here one man's hand lean'd on another's head,",204,1415
His nose being shadow'd by his neighbour's ear;,204,1416
"Here one being throng'd bears back, all boll'n and",204,1417
red;,204,1418
Another smother'd seems to pelt and swear;,204,1419
"And in their rage such signs of rage they bear,",204,1420
"As, but for loss of Nestor's golden words,",204,1421
It seem'd they would debate with angry swords.,204,1422
For much imaginary work was there;,205,1423
"Conceit deceitful, so compact, so kind,",205,1424
"That for Achilles' image stood his spear,",205,1425
"Griped in an armed hand; himself, behind,",205,1426
"Was left unseen, save to the eye of mind:",205,1427
"A hand, a foot, a face, a leg, a head,",205,1428
Stood for the whole to be imagined.,205,1429
And from the walls of strong-besieged Troy,206,1430
"When their brave hope, bold Hector, march'd to",206,1431
"field,",206,1432
"Stood many Trojan mothers, sharing joy",206,1433
To see their youthful sons bright weapons wield;,206,1434
"And to their hope they such odd action yield,",206,1435
"That through their light joy seemed to appear,",206,1436
"Like bright things stain'd, a kind of heavy fear.",206,1437
"And from the strand of Dardan, where they fought,",207,1438
"To Simois' reedy banks the red blood ran,",207,1439
Whose waves to imitate the battle sought,207,1440
With swelling ridges; and their ranks began,207,1441
"To break upon the galled shore, and than",207,1442
"Retire again, till, meeting greater ranks,",207,1443
They join and shoot their foam at Simois' banks.,207,1444
"To this well-painted piece is Lucrece come,",208,1445
To find a face where all distress is stell'd.,208,1446
"Many she sees where cares have carved some,",208,1447
"But none where all distress and dolour dwell'd,",208,1448
"Till she despairing Hecuba beheld,",208,1449
"Staring on Priam's wounds with her old eyes,",208,1450
Which bleeding under Pyrrhus' proud foot lies.,208,1451
In her the painter had anatomized,209,1452
"Time's ruin, beauty's wreck, and grim care's reign:",209,1453
Her cheeks with chaps and wrinkles were disguised;,209,1454
Of what she was no semblance did remain:,209,1455
"Her blue blood changed to black in every vein,",209,1456
"Wanting the spring that those shrunk pipes had fed,",209,1457
Show'd life imprison'd in a body dead.,209,1458
"On this sad shadow Lucrece spends her eyes,",210,1459
"And shapes her sorrow to the beldam's woes,",210,1460
"Who nothing wants to answer her but cries,",210,1461
And bitter words to ban her cruel foes:,210,1462
The painter was no god to lend her those;,210,1463
"And therefore Lucrece swears he did her wrong,",210,1464
To give her so much grief and not a tongue.,210,1465
"'Poor instrument,' quoth she,'without a sound,",211,1466
I'll tune thy woes with my lamenting tongue;,211,1467
"And drop sweet balm in Priam's painted wound,",211,1468
And rail on Pyrrhus that hath done him wrong;,211,1469
And with my tears quench Troy that burns so long;,211,1470
And with my knife scratch out the angry eyes,211,1471
Of all the Greeks that are thine enemies.,211,1472
"'Show me the strumpet that began this stir,",212,1473
That with my nails her beauty I may tear.,212,1474
"Thy heat of lust, fond Paris, did incur",212,1475
This load of wrath that burning Troy doth bear:,212,1476
Thy eye kindled the fire that burneth here;,212,1477
"And here in Troy, for trespass of thine eye,",212,1478
"The sire, the son, the dame, and daughter die.",212,1479
'Why should the private pleasure of some one,213,1480
Become the public plague of many moe?,213,1481
"Let sin, alone committed, light alone",213,1482
Upon his head that hath transgressed so;,213,1483
Let guiltless souls be freed from guilty woe:,213,1484
"For one's offence why should so many fall,",213,1485
To plague a private sin in general?,213,1486
"'Lo, here weeps Hecuba, here Priam dies,",214,1487
"Here manly Hector faints, here Troilus swounds,",214,1488
"Here friend by friend in bloody channel lies,",214,1489
"And friend to friend gives unadvised wounds,",214,1490
And one man's lust these many lives confounds:,214,1491
"Had doting Priam cheque'd his son's desire,",214,1492
Troy had been bright with fame and not with fire.',214,1493
Here feelingly she weeps Troy's painted woes:,215,1494
"For sorrow, like a heavy-hanging bell,",215,1495
"Once set on ringing, with his own weight goes;",215,1496
Then little strength rings out the doleful knell:,215,1497
"So Lucrece, set a-work, sad tales doth tell",215,1498
To pencill'd pensiveness and colour'd sorrow;,215,1499
"She lends them words, and she their looks doth borrow.",215,1500
"She throws her eyes about the painting round,",216,1501
And whom she finds forlorn she doth lament.,216,1502
"At last she sees a wretched image bound,",216,1503
That piteous looks to Phrygian shepherds lent:,216,1504
"His face, though full of cares, yet show'd content;",216,1505
"Onward to Troy with the blunt swains he goes,",216,1506
"So mild, that Patience seem'd to scorn his woes.",216,1507
In him the painter labour'd with his skill,217,1508
"To hide deceit, and give the harmless show",217,1509
"An humble gait, calm looks, eyes wailing still,",217,1510
"A brow unbent, that seem'd to welcome woe;",217,1511
"Cheeks neither red nor pale, but mingled so",217,1512
"That blushing red no guilty instance gave,",217,1513
Nor ashy pale the fear that false hearts have.,217,1514
"But, like a constant and confirmed devil,",218,1515
"He entertain'd a show so seeming just,",218,1516
"And therein so ensconced his secret evil,",218,1517
That jealousy itself could not mistrust,218,1518
False-creeping craft and perjury should thrust,218,1519
"Into so bright a day such black-faced storms,",218,1520
Or blot with hell-born sin such saint-like forms.,218,1521
The well-skill'd workman this mild image drew,219,1522
"For perjured Sinon, whose enchanting story",219,1523
The credulous old Priam after slew;,219,1524
Whose words like wildfire burnt the shining glory,219,1525
"Of rich-built Ilion, that the skies were sorry,",219,1526
"And little stars shot from their fixed places,",219,1527
When their glass fell wherein they view'd their faces.,219,1528
"This picture she advisedly perused,",220,1529
"And chid the painter for his wondrous skill,",220,1530
"Saying, some shape in Sinon's was abused;",220,1531
So fair a form lodged not a mind so ill:,220,1532
"And still on him she gazed; and gazing still,",220,1533
"Such signs of truth in his plain face she spied,",220,1534
That she concludes the picture was belied.,220,1535
"'It cannot be,' quoth she,'that so much guile'--",221,1536
She would have said 'can lurk in such a look;',221,1537
"But Tarquin's shape came in her mind the while,",221,1538
And from her tongue 'can lurk' from 'cannot' took:,221,1539
"'It cannot be' she in that sense forsook,",221,1540
"And turn'd it thus,' It cannot be, I find,",221,1541
But such a face should bear a wicked mind.,221,1542
'For even as subtle Sinon here is painted.,222,1543
"So sober-sad, so weary, and so mild,",222,1544
"As if with grief or travail he had fainted,",222,1545
To me came Tarquin armed; so beguiled,222,1546
"With outward honesty, but yet defiled",222,1547
"With inward vice: as Priam him did cherish,",222,1548
So did I Tarquin; so my Troy did perish.,222,1549
"'Look, look, how listening Priam wets his eyes,",223,1550
To see those borrow'd tears that Sinon sheds!,223,1551
"Priam, why art thou old and yet not wise?",223,1552
For every tear he falls a Trojan bleeds:,223,1553
"His eye drops fire, no water thence proceeds;",223,1554
"Those round clear pearls of his, that move thy pity,",223,1555
Are balls of quenchless fire to burn thy city.,223,1556
'Such devils steal effects from lightless hell;,224,1557
"For Sinon in his fire doth quake with cold,",224,1558
And in that cold hot-burning fire doth dwell;,224,1559
"These contraries such unity do hold,",224,1560
Only to flatter fools and make them bold:,224,1561
"So Priam's trust false Sinon's tears doth flatter,",224,1562
That he finds means to burn his Troy with water.',224,1563
"Here, all enraged, such passion her assails,",225,1564
That patience is quite beaten from her breast.,225,1565
"She tears the senseless Sinon with her nails,",225,1566
Comparing him to that unhappy guest,225,1567
Whose deed hath made herself herself detest:,225,1568
At last she smilingly with this gives o'er;,225,1569
"'Fool, fool!' quoth she, 'his wounds will not be sore.'",225,1570
"Thus ebbs and flows the current of her sorrow,",226,1571
And time doth weary time with her complaining.,226,1572
"She looks for night, and then she longs for morrow,",226,1573
And both she thinks too long with her remaining:,226,1574
Short time seems long in sorrow's sharp sustaining:,226,1575
"Though woe be heavy, yet it seldom sleeps,",226,1576
And they that watch see time how slow it creeps.,226,1577
"Which all this time hath overslipp'd her thought,",227,1578
That she with painted images hath spent;,227,1579
Being from the feeling of her own grief brought,227,1580
By deep surmise of others' detriment;,227,1581
Losing her woes in shows of discontent.,227,1582
"It easeth some, though none it ever cured,",227,1583
To think their dolour others have endured.,227,1584
"But now the mindful messenger, come back,",228,1585
Brings home his lord and other company;,228,1586
Who finds his Lucrece clad in mourning black:,228,1587
And round about her tear-stained eye,228,1588
Blue circles stream'd; like rainbows in the sky:,228,1589
These water-galls in her dim element,228,1590
Foretell new storms to those already spent.,228,1591
"Which when her sad-beholding husband saw,",229,1592
Amazedly in her sad face he stares:,229,1593
"Her eyes, though sod in tears, look'd red and raw,",229,1594
Her lively colour kill'd with deadly cares.,229,1595
He hath no power to ask her how she fares:,229,1596
"Both stood, like old acquaintance in a trance,",229,1597
"Met far from home, wondering each other's chance.",229,1598
"At last he takes her by the bloodless hand,",230,1599
And thus begins: 'What uncouth ill event,230,1600
"Hath thee befall'n, that thou dost trembling stand?",230,1601
"Sweet love, what spite hath thy fair colour spent?",230,1602
Why art thou thus attired in discontent?,230,1603
"Unmask, dear dear, this moody heaviness,",230,1604
"And tell thy grief, that we may give redress.'",230,1605
"Three times with sighs she gives her sorrow fire,",231,1606
Ere once she can discharge one word of woe:,231,1607
"At length address'd to answer his desire,",231,1608
She modestly prepares to let them know,231,1609
Her honour is ta'en prisoner by the foe;,231,1610
While Collatine and his consorted lords,231,1611
With sad attention long to hear her words.,231,1612
And now this pale swan in her watery nest,232,1613
Begins the sad dirge of her certain ending;,232,1614
"'Few words,' quoth she, 'Shall fit the trespass best,",232,1615
Where no excuse can give the fault amending:,232,1616
In me moe woes than words are now depending;,232,1617
"And my laments would be drawn out too long,",232,1618
To tell them all with one poor tired tongue.,232,1619
'Then be this all the task it hath to say,233,1620
"Dear husband, in the interest of thy bed",233,1621
"A stranger came, and on that pillow lay",233,1622
Where thou was wont to rest thy weary head;,233,1623
And what wrong else may be imagined,233,1624
"By foul enforcement might be done to me,",233,1625
"From that, alas, thy Lucrece is not free.",233,1626
"'For in the dreadful dead of dark midnight,",234,1627
With shining falchion in my chamber came,234,1628
"A creeping creature, with a flaming light,",234,1629
"And softly cried 'Awake, thou Roman dame,",234,1630
And entertain my love; else lasting shame,234,1631
"On thee and thine this night I will inflict,",234,1632
If thou my love's desire do contradict.,234,1633
"' 'For some hard-favour'd groom of thine,' quoth he,",235,1634
"'Unless thou yoke thy liking to my will,",235,1635
"I'll murder straight, and then I'll slaughter thee",235,1636
And swear I found you where you did fulfil,235,1637
"The loathsome act of lust, and so did kill",235,1638
The lechers in their deed: this act will be,235,1639
My fame and thy perpetual infamy.',235,1640
"'With this, I did begin to start and cry;",236,1641
"And then against my heart he sets his sword,",236,1642
"Swearing, unless I took all patiently,",236,1643
I should not live to speak another word;,236,1644
"So should my shame still rest upon record,",236,1645
And never be forgot in mighty Rome,236,1646
Th' adulterate death of Lucrece and her groom.,236,1647
"'Mine enemy was strong, my poor self weak,",237,1648
And far the weaker with so strong a fear:,237,1649
My bloody judge forbade my tongue to speak;,237,1650
No rightful plea might plead for justice there:,237,1651
His scarlet lust came evidence to swear,237,1652
That my poor beauty had purloin'd his eyes;,237,1653
And when the judge is robb'd the prisoner dies.,237,1654
"'O, teach me how to make mine own excuse!",238,1655
Or at the least this refuge let me find;,238,1656
"Though my gross blood be stain'd with this abuse,",238,1657
Immaculate and spotless is my mind;,238,1658
That was not forced; that never was inclined,238,1659
"To accessary yieldings, but still pure",238,1660
Doth in her poison'd closet yet endure.',238,1661
"Lo, here, the hopeless merchant of this loss,",239,1662
"With head declined, and voice damm'd up with woe,",239,1663
"With sad set eyes, and wretched arms across,",239,1664
From lips new-waxen pale begins to blow,239,1665
The grief away that stops his answer so:,239,1666
"But, wretched as he is, he strives in vain;",239,1667
What he breathes out his breath drinks up again.,239,1668
As through an arch the violent roaring tide,240,1669
"Outruns the eye that doth behold his haste,",240,1670
Yet in the eddy boundeth in his pride,240,1671
Back to the strait that forced him on so fast;,240,1672
"In rage sent out, recall'd in rage, being past:",240,1673
"Even so his sighs, his sorrows, make a saw,",240,1674
"To push grief on, and back the same grief draw.",240,1675
"Which speechless woe of his poor she attendeth,",241,1676
And his untimely frenzy thus awaketh:,241,1677
"'Dear lord, thy sorrow to my sorrow lendeth",241,1678
Another power; no flood by raining slaketh.,241,1679
My woe too sensible thy passion maketh,241,1680
More feeling-painful: let it then suffice,241,1681
"To drown one woe, one pair of weeping eyes.",241,1682
"'And for my sake, when I might charm thee so,",242,1683
"For she that was thy Lucrece, now attend me:",242,1684
"Be suddenly revenged on my foe,",242,1685
"Thine, mine, his own: suppose thou dost defend me",242,1686
From what is past: the help that thou shalt lend me,242,1687
"Comes all too late, yet let the traitor die;",242,1688
For sparing justice feeds iniquity.,242,1689
"'But ere I name him, you fair lords,' quoth she,",243,1690
"Speaking to those that came with Collatine,",243,1691
"'Shall plight your honourable faiths to me,",243,1692
With swift pursuit to venge this wrong of mine;,243,1693
For 'tis a meritorious fair design,243,1694
To chase injustice with revengeful arms:,243,1695
"Knights, by their oaths, should right poor ladies' harms.'",243,1696
"At this request, with noble disposition",244,1697
"Each present lord began to promise aid,",244,1698
"As bound in knighthood to her imposition,",244,1699
Longing to hear the hateful foe bewray'd.,244,1700
"But she, that yet her sad task hath not said,",244,1701
"The protestation stops. 'O, speak, ' quoth she,",244,1702
'How may this forced stain be wiped from me?,244,1703
"'What is the quality of mine offence,",245,1704
Being constrain'd with dreadful circumstance?,245,1705
"May my pure mind with the foul act dispense,",245,1706
My low-declined honour to advance?,245,1707
May any terms acquit me from this chance?,245,1708
The poison'd fountain clears itself again;,245,1709
And why not I from this compelled stain?',245,1710
"With this, they all at once began to say,",246,1711
Her body's stain her mind untainted clears;,246,1712
While with a joyless smile she turns away,246,1713
"The face, that map which deep impression bears",246,1714
"Of hard misfortune, carved in it with tears.",246,1715
"'No, no,' quoth she, 'no dame, hereafter living,",246,1716
By my excuse shall claim excuse's giving.',246,1717
"Here with a sigh, as if her heart would break,",247,1718
"She throws forth Tarquin's name; 'He, he,' she says,",247,1719
But more than 'he' her poor tongue could not speak;,247,1720
"Till after many accents and delays,",247,1721
"Untimely breathings, sick and short assays,",247,1722
"She utters this, 'He, he, fair lords, 'tis he,",247,1723
That guides this hand to give this wound to me.',247,1724
Even here she sheathed in her harmless breast,248,1725
"A harmful knife, that thence her soul unsheathed:",248,1726
That blow did that it from the deep unrest,248,1727
Of that polluted prison where it breathed:,248,1728
Her contrite sighs unto the clouds bequeath'd,248,1729
"Her winged sprite, and through her wounds doth fly",248,1730
Life's lasting date from cancell'd destiny.,248,1731
"Stone-still, astonish'd with this deadly deed,",249,1732
Stood Collatine and all his lordly crew;,249,1733
"Till Lucrece' father, that beholds her bleed,",249,1734
Himself on her self-slaughter'd body threw;,249,1735
And from the purple fountain Brutus drew,249,1736
"The murderous knife, and, as it left the place,",249,1737
"Her blood, in poor revenge, held it in chase;",249,1738
"And bubbling from her breast, it doth divide",250,1739
"In two slow rivers, that the crimson blood",250,1740
"Circles her body in on every side,",250,1741
"Who, like a late-sack'd island, vastly stood",250,1742
Bare and unpeopled in this fearful flood.,250,1743
"Some of her blood still pure and red remain'd,",250,1744
"And some look'd black, and that false Tarquin stain'd.",250,1745
About the mourning and congealed face,251,1746
"Of that black blood a watery rigol goes,",251,1747
Which seems to weep upon the tainted place:,251,1748
"And ever since, as pitying Lucrece' woes,",251,1749
Corrupted blood some watery token shows;,251,1750
"And blood untainted still doth red abide,",251,1751
Blushing at that which is so putrified.,251,1752
"'Daughter, dear daughter,' old Lucretius cries,",252,1753
'That life was mine which thou hast here deprived.,252,1754
"If in the child the father's image lies,",252,1755
Where shall I live now Lucrece is unlived?,252,1756
Thou wast not to this end from me derived.,252,1757
"If children predecease progenitors,",252,1758
"We are their offspring, and they none of ours.",252,1759
"'Poor broken glass, I often did behold",253,1760
In thy sweet semblance my old age new born;,253,1761
"But now that fresh fair mirror, dim and old,",253,1762
Shows me a bare-boned death by time out-worn:,253,1763
"O, from thy cheeks my image thou hast torn,",253,1764
"And shivered all the beauty of my glass,",253,1765
That I no more can see what once I was!,253,1766
"'O time, cease thou thy course and last no longer,",254,1767
If they surcease to be that should survive.,254,1768
Shall rotten death make conquest of the stronger,254,1769
And leave the faltering feeble souls alive?,254,1770
"The old bees die, the young possess their hive:",254,1771
"Then live, sweet Lucrece, live again and see",254,1772
"Thy father die, and not thy father thee!",254,1773
"By this, starts Collatine as from a dream,",255,1774
And bids Lucretius give his sorrow place;,255,1775
And then in key-cold Lucrece' bleeding stream,255,1776
"He falls, and bathes the pale fear in his face,",255,1777
And counterfeits to die with her a space;,255,1778
Till manly shame bids him possess his breath,255,1779
And live to be revenged on her death.,255,1780
The deep vexation of his inward soul,256,1781
Hath served a dumb arrest upon his tongue;,256,1782
"Who, mad that sorrow should his use control,",256,1783
"Or keep him from heart-easing words so long,",256,1784
Begins to talk; but through his lips do throng,256,1785
"Weak words, so thick come in his poor heart's aid,",256,1786
That no man could distinguish what he said.,256,1787
"Yet sometime 'Tarquin' was pronounced plain,",257,1788
"But through his teeth, as if the name he tore.",257,1789
"This windy tempest, till it blow up rain,",257,1790
"Held back his sorrow's tide, to make it more;",257,1791
"At last it rains, and busy winds give o'er:",257,1792
Then son and father weep with equal strife,257,1793
"Who should weep most, for daughter or for wife.",257,1794
"The one doth call her his, the other his,",258,1795
Yet neither may possess the claim they lay.,258,1796
"The father says 'She's mine.' 'O, mine she is,'",258,1797
Replies her husband: 'do not take away,258,1798
My sorrow's interest; let no mourner say,258,1799
"He weeps for her, for she was only mine,",258,1800
And only must be wail'd by Collatine.',258,1801
"'O,' quoth Lucretius,' I did give that life",259,1802
Which she too early and too late hath spill'd.',259,1803
"'Woe, woe,' quoth Collatine, 'she was my wife,",259,1804
"I owed her, and 'tis mine that she hath kill'd.'",259,1805
'My daughter' and 'my wife' with clamours fill'd,259,1806
"The dispersed air, who, holding Lucrece' life,",259,1807
"Answer'd their cries, 'my daughter' and 'my wife.'",259,1808
"Brutus, who pluck'd the knife from Lucrece' side,",260,1809
"Seeing such emulation in their woe,",260,1810
"Began to clothe his wit in state and pride,",260,1811
Burying in Lucrece' wound his folly's show.,260,1812
He with the Romans was esteemed so,260,1813
"As silly-jeering idiots are with kings,",260,1814
For sportive words and uttering foolish things:,260,1815
"But now he throws that shallow habit by,",261,1816
Wherein deep policy did him disguise;,261,1817
"And arm'd his long-hid wits advisedly,",261,1818
To cheque the tears in Collatinus' eyes.,261,1819
"'Thou wronged lord of Rome,' quoth be, 'arise:",261,1820
"Let my unsounded self, supposed a fool,",261,1821
Now set thy long-experienced wit to school.,261,1822
"'Why, Collatine, is woe the cure for woe?",262,1823
"Do wounds help wounds, or grief help grievous deeds?",262,1824
Is it revenge to give thyself a blow,262,1825
For his foul act by whom thy fair wife bleeds?,262,1826
Such childish humour from weak minds proceeds:,262,1827
"Thy wretched wife mistook the matter so,",262,1828
"To slay herself, that should have slain her foe.",262,1829
"'Courageous Roman, do not steep thy heart",263,1830
In such relenting dew of lamentations;,263,1831
"But kneel with me and help to bear thy part,",263,1832
"To rouse our Roman gods with invocations,",263,1833
"That they will suffer these abominations,",263,1834
"Since Rome herself in them doth stand disgraced,",263,1835
By our strong arms from forth her fair streets chased.,263,1836
"'Now, by the Capitol that we adore,",264,1837
"And by this chaste blood so unjustly stain'd,",264,1838
By heaven's fair sun that breeds the fat earth's,264,1839
"store,",264,1840
"By all our country rights in Rome maintain'd,",264,1841
And by chaste Lucrece' soul that late complain'd,264,1842
"Her wrongs to us, and by this bloody knife,",264,1843
We will revenge the death of this true wife.',264,1844
"This said, he struck his hand upon his breast,",265,1845
"And kiss'd the fatal knife, to end his vow;",265,1846
"And to his protestation urged the rest,",265,1847
"Who, wondering at him, did his words allow:",265,1848
Then jointly to the ground their knees they bow;,265,1849
"And that deep vow, which Brutus made before,",265,1850
"He doth again repeat, and that they swore.",265,1851
"When they had sworn to this advised doom,",266,1852
They did conclude to bear dead Lucrece thence;,266,1853
"To show her bleeding body thorough Rome,",266,1854
And so to publish Tarquin's foul offence:,266,1855
"Which being done with speedy diligence,",266,1856
The Romans plausibly did give consent,266,1857
To Tarquin's everlasting banishment.,266,1858
